,displayName,description,abbreviation,value,perGameValue,rank
4,Rushing 1st downs,The number of times a rush results in a first down.,FDR,96.0,5.0,24.0
5,First Downs Attempts,The number of attempts at getting a first down.,FDA,20.0,1.0,25.0
6,4th down %,The percentage of fourth down attempts that are converted.,4THC%,65.0,48.03900146484375,3.0
7,Fourth Down Conversions,The number of times a fourth down is converted.,4THC,13.0,,14.0
8,Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team .,LST,7.0,,
9,Possession Time Seconds,The total time of possession in seconds.,POSS,32073.0,1886.0,6.0
10,Red Zone Efficiency Percentage,The percentage of red zone attempts that are converted.,CMP,70.33,,15.0
11,Red Zone Field Goal Percentage,The percentage of red zone trips that end in a field goal.,RZFG%,25.0,,19.0
12,Red Zone Scoring Percentage,The percentage of red zone trips that result in a score.,RZ%,84.62,62.0,13.0
13,Red Zone Touchdown Percentage,The percentage of red zone trips that result in a touchdown.,RZTD%,59.62,,15.0
14,Third Down Attempts,The number of 3rd down attempts.,3RDA,207.0,12.0,26.0
15,3rd down %,The percentage of 3rd downs that are converted.,3RDC%,39.614,39.77899932861328,16.0
16,Third Down Conversions,The number of 3rd down conversions.,3RDC,82.0,4.0,21.0
17,Total Giveaways,The total number of giveaways.,TGV,21.0,,
18,Total Penalties,The total number of total penalties.,TPEN,72.0,4.0,31.0
19,Total Penalty Yards,The total number of penalty yards.,TPY,620.0,36.0,32.0
20,Total Takeaways,The total number of takeaways.,TT,21.0,,
21,Total Drives,The total number of drives.,D,0.0,,
22,Turnover Ratio,Difference between take-aways and give-aways,DIFF,0.0,,
