teamName ,displayName,description,abbreviation,value,perGameValue,rank
Vikings,Passing Attempts,The number of times a pass is attempted.,ATT,604,35,11
Vikings,Passing Big Plays,The number of times a pass results in a big play.,BIGP,63,,4
Vikings,Passing 1st downs,The number of times a pass results in a first down.,FIRST,202,11,14
Vikings,Passing Fumbles,The number of times the ball has been fumbled after a completed pass.,FUM,13,,3
Vikings,Passing Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team after a completed pass.,FL,3,,24
Vikings,Passing Touchdown %,The percentage of passes that result in a touchdown.,TD%,5.629,5.714285851,9
Vikings,Passing Touchdowns,The total number of passing touchdowns.,TD,34,2,9
Vikings,Passing Yards,The total passing yards.,YDS,4450,261,10
Vikings,Passing Yards After Catch,The amount of passing yards after catch.,PYAC,1937,,15
Vikings,Passing Yards At Catch,The amount of passing yards when the catch is made.,PY@C,2513,,8
Vikings,Passing Yards Per Game,The number of passing yards per game.,YDS/G,261.765,,10
Vikings,Passer Rating,Passer Rating,RTG,101.629166,100.7284546,98
Vikings,Total Sacks,The total number of sacks.,SACK,30,1,28
Vikings,Sack Yards Lost,The amount of yards lost due to sacks.,SYL,212,12,7
Vikings,Net Passing Attempts,Net Passing Attempts.,NATT,634,36,17
Vikings,Team Games Played,The amount of games played.,TGP,17,,1
Vikings,Total Offensive Plays,The number of total offensive plays.,TOP,1083,62,33
Vikings,Total Points,The number of total points scored.,PTS,425,26,14
Vikings,Total Points Per Game,The number of points scored per game.,TP,25,,14
Vikings,Total Touchdowns,The number of touchdowns scored in total.,TD,48,2,16
Vikings,Total Yards,The number of yards accumulated in total.,TYDS,6380,362,13
Vikings,Total Yards From Scrimmage,The amound of total yards from the line of scrimmage.,CMP,0,,1
Vikings,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,-1,-1,1
Vikings,Two Point Pass,The number of times a pass was thrown for 2 points.,2PTP,0,,25
Vikings,Two Point Pass Attempts,The number of times a pass was attempted on a 2-point conversion.,2PTPA,3,1,14
Vikings,Yards From Scrimmage Per Game,The yards gained from scrimmage per game.,SCRIM/G,0,,1
Vikings,Yards Per Completion,The average number of yards per pass completion.,CMP,11.181,10.77099991,12
Vikings,Yards Per Game,The average number of yards per game.,YDS/G,375.294,,13
Vikings,Yards Per Pass Attempt,The average number yards per pass attempt.,AVG,7.368,7.381999969,11
Vikings,Net Yards Per Pass Attempt,The average number net yards (taking sack yardage into account) per pass attempt.,NYDS/PA,6.684542587,6.916666667,
Vikings,Quarterback Rating,Quarterback Rating.,RAT,101.629166,100.7284546,98
Vikings,Average Gain,The average gained yards per position.,AG,585.755,,13
Vikings,ESPN RB Rating,The ESPN Widereceiver Rating.,ESPNRB,2190,,22
Vikings,Long Rushing,The amount of yards for the longest run.,LNG,66,24,7
Vikings,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,,1
Vikings,Net Total Yards,The amount of total net yards.,NTYDS,6168,,12
Vikings,Net Yards Per Game,The total net yards gained per game.,CMP,362.82352,,12
Vikings,Rushing Attempts,The total number of attempted rushes.,ATT,449,26,16
Vikings,20+ Yard Rushing Plays,The number of rushing big plays gained.,BIG,13,,7
Vikings,Rushing 1st downs,The number of times a first down is picked up by a run.,FD,103,6,22
Vikings,Rushing Fumbles,The number of times there is a run and then the ball is fumbled.,FUM,13,,7
Vikings,Rushing Fumbles Lost,The number of times there is a run and then the ball is fumbled.,LST,3,,4
Vikings,Rushing Touchdowns,The total number of rushing touchdowns.,TD,10,,28
Vikings,Rushing Yards,The total rushing yards.,YDS,1930,113,17
Vikings,Rushing Yards Per Game,The average number of rushing yards per game.,YDS/G,113.529,,17
Vikings,Stuffs,The number of times a run is stopped at or behind the line of scrimmage.,STF,64,,2
Vikings,Stuff Yards Lost,The number of yards lost when a run is stuffed.,SYDSL,-134,,32
Vikings,Team Games Played,The numbers of team games played.,GP,17,,1
Vikings,Total Offensive Plays,The number of offenseive plays run.,OP,1083,62,33
Vikings,Total Points,The number of total points earned.,PTS,425,26,14
Vikings,Total Points Per Game,The average number of points scored per game.,TP/G,25,,14
Vikings,Total Touchdowns,The number of total Touchdowns scored.,TD,48,2,16
Vikings,Total Yards,The number of total yards gained.,TYDS,6380,362,13
Vikings,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,,1
Vikings,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTC,-1,-1,1
Vikings,Two Point Rush,The number of rushes on 2-point attempts.,2PTR,1,,6
Vikings,Two Point Rush Attempts,The number of times a 2-point conversion is attempted with a rush.,CMP,4,1,2
Vikings,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,,1
Vikings,Yards Per Game,The average number of yards per game.,YDS/G,375.294,,13
Vikings,Yards Per Rush Attempt,The average number of yards per rush attempt.,AVG,4.298,4.150000095,19
Vikings,Average Gain,The average gained yards per position.,AG,585.755,,13
Vikings,ESPN Widereceiver Rating,The ESPN Widereceiver Rating.,ESPNWR,7630,,11
Vikings,Long Reception,The amount of yards for the longest reception.,LNG,64,39,19
Vikings,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,,1
Vikings,Net Total Yards,The amount of total net yards.,NTYDS,6168,,12
Vikings,Net Yards Per Game,The total net yards gained per game.,CMP,362.82352,,12
Vikings,20+ Yard Receiving Plays,The number of receiving big plays gained.,BIG,63,,4
Vikings,Receiving First Downs,The number of times a first down is picked up by a reception.,FD,202,,14
Vikings,Receiving Fumbles,The number of times a reception is made and then the ball is fumbled.,FUM,13,,3
Vikings,Receiving Fumbles Lost,The number of times a reception is made and the balled is fumbled and recovered by the opposing team.,LST,3,,24
Vikings,Receiving Targets,The number of times a receiver is thrown to.,TGTS,578,34,13
Vikings,Receiving Touchdowns,The total number of receiving touchdowns.,TD,34,2,9
Vikings,Receiving Yards,The total receiving yards.,YDS,4450,261,10
Vikings,Receiving Yards After Catch,The number of yards gained after the catch has been made.,YAC,1937,113,15
Vikings,Receiving Yards At Catch,The number of yards gained at the time the catch is made.,Y@C,2513,,8
Vikings,Receiving Yards Per Game,The average number of receiving yards per game.,YDS/G,261.765,,10
Vikings,Receptions,The total number of receptions.,REC,398,23,12
Vikings,Team Games Played,The numbers of team games played.,GP,17,,1
Vikings,Total Offensive Plays,The number of offenseive plays run.,OP,1083,62,33
Vikings,Total Points,The number of total points earned.,PTS,425,26,14
Vikings,Total Points Per Game,The average number of points scored per game.,TP/G,25,,14
Vikings,Total Touchdowns,The number of total Touchdowns scored.,TD,48,2,16
Vikings,Total Yards,The number of total yards gained.,TYDS,6380,362,13
Vikings,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,,1
Vikings,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTC,-1,-1,1
Vikings,Two Point Receptions,The number of receptions on 2-point attempts.,2PTR,0,,25
Vikings,Two Point Reception Attempts,The number of times a 2-point conversion is attempted with a reception.,CMP,3,1,13
Vikings,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,,1
Vikings,Yards Per Game,The average number of yards per game.,YDS/G,375.294,,13
Vikings,Yards Per Reception,The average number of yards per reception.,AVG,11.181,11.36200047,12
Vikings,Assist Tackles,The number of assists on tackles.,AST,463,25,54
Vikings,Average Interception Yards,The average number of return yards per interception.,AVG,16,14.42399979,9
Vikings,Average Sack Yards,The average number of yards lost per sack.,YDS/SACK,7.412,7.423999786,10
Vikings,Average Stuff Yards,The average number of yards lost per stuff.,YDS/STF,32.7,,1
Vikings,Block Field Goal Touchdown,The number of blocked field goals that were returned for a touchdown.,BFGTD,0,,1
Vikings,Blocked Punt Touchdowns,The number of blocked punts that were returned for touchdowns.,BPTD,0,,8
Vikings,Defensive Touchdown,The number of touchdowns recorded on defense.,TD,2,,7
Vikings,Hurries,The number of times that the quarterback is hurried.,HUR,0,,1
Vikings,Kicks Blocked,The number of times a kick was blocked.,KB,1,,9
Vikings,Long Interception,The amount of yards of the longest interception return.,LNG,66,,8
Vikings,Miscellaneous Touchdowns,The number of miscellaneous touchdowns.,MISCTD,0,,7
Vikings,Passes Batted Down,The number of passes that were batted down.,BATD,0,,1
Vikings,Passes Defended,The total number of passes defended.,PD,68,4,21
Vikings,Two Point Returns,The number of two point attempts that is returned by the defense.,2PTR,0,,2
Vikings,Sacks,The total number of sacks.,SACK,51,3,2
Vikings,Sack Yards,The number of yards lost from sacks.,SCKYDS,378,22.23500061,2
Vikings,Safeties,The number of times the offense is tackled in their own endzone.,SAFE,0,,5
Vikings,Solo Tackles,The number of times a tackle was made unassisted.,SOLO,817,43,44
Vikings,Stuffs,The number of times that a runner is stuffed at or behind the line of scrimmage.,STF,10,3,32
Vikings,Stuff Yards,The number of yards lost from stuffs.,STFYDS,327,,2
Vikings,Tackles For Loss,The number of tackles that result in a loss of yardage.,TFL,61,3.588000059,24
Vikings,Team Games Played,The numbers of team games played.,GP,17,,1
Vikings,Total Tackles,The total number of tackles.,TOT,1280,68,10
Vikings,Yards Allowed,Yards allowed,YA,0,,1
Vikings,Points Allowed,Points allowed,PA,0,,1
Vikings,One Point Safeties Made,One Point Safeties Made,OPSM,0,,1
Vikings,Interceptions,The total number of interceptions.,INT,16,,10
Vikings,Interception Touchdowns,The number of times an interception is returned for a touchdown.,TD,2,,4
Vikings,Interception Yards,The number of yards gained after an interception.,YDS,256,15,6
Vikings,Average Kickoff Return Yards,The average number of yards per kickoff return.,YDS/KR,26.531,22.78199959,16
Vikings,Average Kickoff Yards,The average number of yards per kickoff.,YDS/K,63.872,12.51599979,3
Vikings,Extra Point Attempts,The number of extra point attempts.,XPA,40,2,9
Vikings,Extra Point Percentage,The percentage of extra point attempts that are converted.,XP%,90,87.25499725,13
Vikings,Extra Point Blocked,The number of extra points blocked.,XPB,0,,1
Vikings,Extra Points Blocked Percentage,The percentage of extra points attempts that are blocked.,XPB%,0,,1
Vikings,Extra Points Made,The number of extra point attempts made.,XPM,36,2,9
Vikings,Fair Catches,The number of fair catches.,FC,0,,2
Vikings,Fair Catch Percentage,The percentage of kicks that are fair catches.,FC%,0,8.614999771,2
Vikings,Field Goal Attempts,The number of times a field goal is attempted.,FGA,38,2,1
Vikings,Field Goal Attempts 1-19,The number of field goals attempted from 1-19 yards.,FGA 1-19,0,,1
Vikings,Field Goal Attempts 20-29,The number of field goals attempted from 20-29 yards.,FGA 20-29,8,,7
Vikings,Field Goal Attempts 30-39,The number of field goals attempted from 30-39 yards.,FGA 30-39,12,,6
Vikings,Field Goal Attempts 40-49,The number of field goals attempted from 40-49 yards.,FGA 40-49,9,,8
Vikings,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,9,,2
Vikings,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,0,,5
Vikings,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,9,,3
Vikings,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,1490,87,1
Vikings,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,86.842,81.27500153,6
Vikings,Field Goals Blocked,The number of field goals that are blocked.,FGB,0,,1
Vikings,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,0,,1
Vikings,Field Goal Made,The number of times a field goal is made.,FGM,33,1,1
Vikings,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0,,1
Vikings,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,8,,7
Vikings,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,11,,4
Vikings,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,7,,7
Vikings,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,7,,1
Vikings,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,0,,2
Vikings,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,7,,3
Vikings,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,1254,73,1
Vikings,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,236,13,6
Vikings,Kickoff Returns,The number of times a kickoff was returned.,KR,32,1,11
Vikings,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0,,1
Vikings,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,849,49,11
Vikings,Kickoffs,The number of kickoffs taken.,K,94,5,6
Vikings,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,6004,60,6
Vikings,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,55,,12
Vikings,Long Field Goal Made,The distance of the longest field goal made.,LNG,55,39,6
Vikings,Long Kickoff,The distance of the longest kickoff.,LK,69,46,14
Vikings,Team Games Played,The numbers of team games played.,GP,17,,1
Vikings,Total Kicking Points,The number of total points earned kicking.,PTS,135,7,3
Vikings,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,80.851,78.43699646,2
Vikings,Touchbacks,The number of kickoffs that result in touchbacks.,TB,76,4,3
Vikings,Defensive Fumbles Returns,The number of fumble returns.,DFR,0,,1
Vikings,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0,,1
Vikings,Fumble Recoveries,The number of fumble recoveries.,FR,8,,11
Vikings,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,2,,28
Vikings,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0,,2
Vikings,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0,,1
Vikings,Kick Return Fumbles,The number of kick return fumbles.,KRF,0,,1
Vikings,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0,,1
Vikings,Kick Returns,The number of kick returns.,ATT,32,1,22
