,displayName,description,abbreviation,value,perGameValue,rank
7,Fourth Down Conversions,The number of times a fourth down is converted.,4THC,10.0,,20
8,Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team .,LST,10.0,,10
9,Possession Time Seconds,The total time of possession in seconds.,POSS,31128.0,1831.0,11
10,Red Zone Efficiency Percentage,The percentage of red zone attempts that are converted.,CMP,72.89,,4
11,Red Zone Field Goal Percentage,The percentage of red zone trips that end in a field goal.,RZFG%,22.45,,26
12,Red Zone Scoring Percentage,The percentage of red zone trips that result in a score.,RZ%,85.71,61.0,9
13,Red Zone Touchdown Percentage,The percentage of red zone trips that result in a touchdown.,RZTD%,63.27,,6
14,Third Down Attempts,The number of 3rd down attempts.,3RDA,212.0,12.0,20
15,3rd down %,The percentage of 3rd downs that are converted.,3RDC%,36.792,36.808998107910156,22
16,Third Down Conversions,The number of 3rd down conversions.,3RDC,78.0,4.0,25
17,Total Giveaways,The total number of giveaways.,TGV,16.0,,31
18,Total Penalties,The total number of total penalties.,TPEN,106.0,6.0,6
19,Total Penalty Yards,The total number of penalty yards.,TPY,827.0,48.0,14
20,Total Takeaways,The total number of takeaways.,TT,19.0,,25
21,Total Drives,The total number of drives.,D,0.0,,1
22,Turnover Ratio,Difference between take-aways and give-aways,DIFF,3.0,,11
